file,model,table,column,description,dataType,formatString,lineageTag,sourceColumn
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,crm_type,CRM: Account's type in the CRM,string,,4aac2a55-9581-40e6-9f19-3571a1d66e1d,crm_type
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,trueai_company_size_rule,TrueAI: Record's standardized company size prediction rule,int64,0,7a12c4ec-50e0-4c14-b586-d515e72113c4,trueai_company_size_rule
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,trueai_industry_rule,TrueAI: Record's standardized industry prediction rule,int64,0,1ed6b0dc-d852-4c2b-88a8-4fd2dd6df2ed,trueai_industry_rule
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,trueai_leadsource_rule,TrueAI: Record's standardized lead source prediction rule,int64,0,4634d771-f8df-4ab2-b441-4222fc86012b,trueai_leadsource_rule
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,trueai_churned_on,TrueAI: Date when the account churned,dateTime,General Date,a92aacae-b7a3-4691-aae8-80c69efa8214,trueai_churned_on
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,trueai_last_touch,TrueAI: Last time when the record was touched,dateTime,General Date,302a0d63-c465-49ed-b6f5-62479974a1b0,trueai_last_touch
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,trueai_leadsource_is_inbound,TrueAI: Boolean flag that indicates whether the record's standardized lead source is inbound,boolean,"""""""TRUE"""";""""TRUE"""";""""FALSE""""""",ad7765f4-3e89-413c-b269-4f037a5ed36d,trueai_leadsource_is_inbound
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,trueai_first_touch,TrueAI: First time when the record was touched,dateTime,Short Date,ed3cc7a1-8deb-496d-8d09-9fbacadeed33,trueai_first_touch
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,col.trueai_qual_bucket_prospecting_sortable,Value for col trueai qual bucket prospecting sortable.,,0,79099d10-e945-404e-9754-cf9af4d6f99b,
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,_sys_doc_id,"System: Unique record identifier, based on the ID of the document in the remote system (such as Salesforce ID)",string,,b6253e8e-bded-4844-b8bf-df63ca107212,_sys_doc_id
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,_sys_filt_end_date,"System: The end date of the record, stripped of time",dateTime,Short Date,039a1197-bc70-45b6-8482-0e6c2e380821,_sys_filt_end_date
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,_sys_filt_start_date,"System: The start date of the record, stripped of time",dateTime,Short Date,63f58b80-6542-4662-928e-258d17a47ec2,_sys_filt_start_date
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,crm_owner_id,CRM: Account owner's id in the CRM,string,,6edcfc7d-c273-495a-bdf9-30ace2688ece,crm_owner_id
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,trueai_account_dupe_conf,TrueAI: Account's duplication confidence,string,,28071f32-7ec1-4fe2-828f-9adad71357d9,trueai_account_dupe_conf
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,trueai_account_dupe_id,TrueAI: Account's duplication id,string,,6c3b1ccf-dc90-4ea6-bc70-c68b087b33d2,trueai_account_dupe_id
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,trueai_addr_city,TrueAI: Record's city,string,,33b32cf3-a360-46a3-8e44-af62e348dc26,trueai_addr_city
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,trueai_addr_country,TrueAI: Record's country,string,,1b6122a3-599f-4817-a0a6-253906579d0a,trueai_addr_country
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,trueai_addr_postal_code,TrueAI: Record's postal code,string,,c564ead9-1a6f-44b3-b3c7-01f7b6c89c40,trueai_addr_postal_code
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,trueai_addr_rule,TrueAI: Record's address prediction rule,int64,0,786d0bef-9a3a-4781-a79e-56d366860683,trueai_addr_rule
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,trueai_addr_state,TrueAI: Record's state,string,,8ebc3e2e-9a3e-4e40-a649-cf839fdedc56,trueai_addr_state
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,trueai_addr_street,TrueAI: Record's street,string,,2414b219-6176-4e6a-a7af-c596d75922b0,trueai_addr_street
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,trueai_creator_id,TrueAI: Creator id of the first step in the sales process,string,,484e0944-b61c-4723-9d0c-f29de244493a,trueai_creator_id
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,trueai_first_amt,TrueAI: Booking amount of the first opportunity won,double,,20f57872-5ea0-47dd-a358-edbb0c2959f7,trueai_first_amt
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,trueai_industry_conf,TrueAI: Record's standardized industry prediction confidence,double,,cb663c7f-c848-4b1b-8092-d334723ac269,trueai_industry_conf
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,trueai_latest_amt,TrueAI: Booking amount of the last opportunity won,double,,544d5b23-ead2-490a-b72e-8e06bee7a986,trueai_latest_amt
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,trueai_leadsource_conf,TrueAI: Record's standardized lead source prediction confidence,double,,db5b0dcb-4148-4844-acef-47b10eaec06d,trueai_leadsource_conf
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,trueai_owner_id,TrueAI: Owner id of the last step in the sales process,string,,b70bff1e-4686-4fac-921c-b096a2754867,trueai_owner_id
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,trueai_tot_amt,TrueAI: Sum of the booking amounts of all the opportunities won,double,,d9afd2d5-b6fc-4928-ad82-3c0eea10f24b,trueai_tot_amt
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,trueai_tot_pipeline_amt,TrueAI: Sum of the booking amounts of opportunities created,double,,63668268-c0b7-4f28-ae43-08311cdc961d,trueai_tot_pipeline_amt
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,trueai_tot_purchases,TrueAI: Number of opportunities won,int64,0,10dbebfc-80c0-4910-a8db-82124b1c308f,trueai_tot_purchases
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,trueai_tot_steps,TrueAI: Number of steps in the sales process,int64,0,7c0a2ecb-88db-4fc3-aa4a-cec93d7ad1fd,trueai_tot_steps
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,trueai_ssr_is_master,TrueAI: Boolean flag that indicates whether the account is the master account in its group of duplicates taking into account whether it has revenue,boolean,"""""""TRUE"""";""""TRUE"""";""""FALSE""""""",75743922-2ce3-4d00-8c0b-f8b3ab1a8838,trueai_ssr_is_master
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,trueai_addr_lat,TrueAI: Record's latitude,double,,86535dd2-5d68-49e4-982c-b42ab34e5e9e,trueai_addr_lat
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,trueai_addr_long,TrueAI: Record's longitude,double,,52f19cf1-71f5-4847-b88c-6149caa54313,trueai_addr_long
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,crm_account_custom_value_1,CRM: Custom categorical variable on the account,string,,9a28b167-09cc-4a93-aca5-8ac38b52ac24,crm_account_custom_value_1
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,crm_account_custom_value_2,CRM: Custom categorical variable on the account,string,,73fa6f23-23ee-4aee-9660-c2cbb062469e,crm_account_custom_value_2
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,crm_account_custom_value_3,CRM: Custom categorical variable on the account,string,,61e5c56b-d0fe-45f3-8674-7d7914032e49,crm_account_custom_value_3
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,crm_custom_value_1,CRM: Custom categorical variable,string,,a717687e-625c-4666-b548-4b9b51e5908f,crm_custom_value_1
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,crm_custom_value_2,CRM: Custom categorical variable,string,,a747ab71-d3b0-48ba-8473-ecde863a72b8,crm_custom_value_2
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,crm_custom_value_3,CRM: Custom categorical variable,string,,be5bb56e-4ab3-445d-9ac6-dcb8bf442fc6,crm_custom_value_3
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,trueai_company_size_num,TrueAI: Company size number of the account,int64,0,f7391cbd-a008-4cf0-9496-d47d9b718f96,trueai_company_size_num
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,trueai_curr_acv,TrueAI: Current ACV of the account,double,,c9e9c372-1fe7-4cd5-b40d-b42602c950af,trueai_curr_acv
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,trueai_potential_acv,TrueAI: Potential ACV of the account,double,,032b8ab1-afe6-457c-8e13-8a865eec125f,trueai_potential_acv
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,trueai_potential_acv_factor,TrueAI: Potential ACV factor of the account,double,,ae363f6b-e278-4d24-8eef-d901065ab782,trueai_potential_acv_factor
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,col.trueai_leadsource_inbound_outbound,Value for col trueai leadsource inbound outbound.,,,42726fd0-b7f7-451c-ab5a-b3953b802093,
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,trueai_type,TrueAI: Record's standardized type,string,,5726945a-3f54-4527-8bac-1da0fac8bd07,trueai_type
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,trueai_custom_company_size,TrueAI: Value for custom company size.,,,a7fff3e0-9708-47a3-8772-8d4ff7015b22,
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,_sys_as_of,System: The date of the last data request from the platform,dateTime,Long Date,4795a693-385e-46f7-902e-a26175ac4384,_sys_as_of
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,crm_account_count,CRM: Number of accounts related to the sales process,int64,0,4bc9057e-74ca-482f-8911-99e0d9117dc0,crm_account_count
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,crm_act_count,CRM: Number of activities related to the sales process,int64,0,4b8ec2a6-9d91-4c44-a579-c4592e768cd6,crm_act_count
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,crm_contact_count,CRM: Number of contacts related to the sales process,int64,0,66c1c519-e568-4bff-9880-e8858acce7da,crm_contact_count
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,crm_lead_count,CRM: Number of leads related to the sales process,int64,0,cc770444-50ac-41d6-90b5-50f58e8d85c1,crm_lead_count
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,crm_opp_count,CRM: Number of opportunities related to the sales process,int64,0,dff74efd-9451-4a82-b954-6e73fabb3655,crm_opp_count
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,crm_web_url,CRM: Account's URL in the CRM,string,,efeb106c-f86f-4b37-838e-8d811f1f5928,crm_web_url
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,trueai_added_on,TrueAI: Start date of the first step in the sales process,dateTime,Short Date,640badb4-9f86-4e4f-9234-df26979e8545,trueai_added_on
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,trueai_curr_step,TrueAI: Current step id,int64,0,f1e73a8d-7c6d-489f-a39c-318847f0bf15,trueai_curr_step
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,trueai_curr_step_name,TrueAI: Current step name,string,,584ead3b-03ba-4533-8843-40216a923b84,trueai_curr_step_name
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,trueai_tot_length_in_days,TrueAI: Number of days since the start of the first step until the end of the last step in the sales process,int64,0,054c6eb1-a0d1-41c1-897c-037cdfa312b0,trueai_tot_length_in_days
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,col.bucket_num,Count of col bucket num.,,0,1f216f41-f72d-4e9f-9708-2c16b91786d9,
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,col.crm_leadsource,Value for col crm leadsource.,,,a9f52232-b4df-41b0-9789-aeeac1a82d54,
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,crm_leadsource,CRM: Account's leadsource,string,,51f50f9a-2c04-4bb6-a949-3e46a3457262,crm_leadsource
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,crm_industry,CRM: Account's industry,string,,26e40ab6-d09a-49c7-b496-9cc952b2b261,crm_industry
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,crm_num_employees,CRM: Account's number of employees,int64,0,dcab3c9f-bb3c-4da1-a277-3a7221eec020,crm_num_employees
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,trueai_type_rule,TrueAI: Record's standardized type rule,int64,0,91feb751-b15a-4d0a-8fa8-8e98a557bd55,trueai_type_rule
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,col.crm_leadsource_concat,Value for col crm leadsource concat.,,,e9672d65-6cb8-49e9-bd9d-b015b1662b81,
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,col.lead_source,Value for col lead source.,,,3954fe24-2664-48b9-a146-ba8cabd4f80e,
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,trueai_parent_name,TrueAI: Record's parent account name,string,,6cf4ee67-8f9f-4ed3-bcdf-06cfb68d0994,trueai_parent_name
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,col.trueai_first_touch,Value for col trueai first touch.,,General Date,f60563a8-7a55-47b2-b4d6-767d549e5a3a,
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,trueai_days_to_first_touch,TrueAI: Number of days from the start to the first touch,int64,0,116ac16d-df4e-4134-8777-dfa9fdc43de9,trueai_days_to_first_touch
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,trueai_crm_complt_contacts,TrueAI: Average CRM Completeness of Contacts,double,,84bd5612-3cde-4c77-9c03-3947da306959,trueai_crm_complt_contacts
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,trueai_crm_complt_leads,TrueAI: Average CRM Completeness of Leads,double,,ec72811c-3c8c-4251-97d8-1141eadf7384,trueai_crm_complt_leads
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,trueai_crm_complt_opps,TrueAI: Average CRM Completeness of Opps,double,,a74d01b9-67d9-43e4-8146-2ded0b70e2a8,trueai_crm_complt_opps
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,trueai_crm_complt_accounts,TrueAI: Average CRM Completeness of Accounts,double,,16b0bc7e-313e-4396-b650-847914c23a96,trueai_crm_complt_accounts
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,trueai_complt_contacts,TrueAI: Average TrueAI Completeness of Contacts,double,,fc795c18-69aa-442c-a5e5-674eee2053fc,trueai_complt_contacts
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,trueai_complt_leads,TrueAI: Average TrueAI Completeness of Leads,double,,e70da5ad-35d1-473b-984b-07785597bb85,trueai_complt_leads
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,trueai_complt_opps,TrueAI: Average TrueAI Completeness of Opps,double,,6fed659c-fc09-45bc-a958-5df39ac1d865,trueai_complt_opps
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,trueai_complt_accounts,TrueAI: Average TrueAI Completeness of Accounts,double,,7c1ea753-705e-4e89-9ee1-8bf38075e122,trueai_complt_accounts
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,trueai_crm_complt_all,TrueAI: Overall Average CRM Completeness Across Entities,double,,2c23906d-0c0f-4f71-aff9-47b03fef6984,trueai_crm_complt_all
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,trueai_complt_all,TrueAI: Overall Average TrueAI Completeness Across Entities,double,,d3246f38-7070-4ac6-9010-824142424a12,trueai_complt_all
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr,col.trueai_churn_date_no_blanks,Date/time when col trueai churn date no blanks.,,General Date,0d533431-9a71-4a72-b402-8baf023cfed9,
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr_company_sizes.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr_company_sizes,trueai_company_size,TrueAI: Value for company size.,,,5c173858-3de0-46b8-8d1c-54065b46c2f4,ssr[trueai_company_size]
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr_company_sizes.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr_company_sizes,trueai_company_size_aprox_val,TrueAI: Value for company size aprox val.,,,210cce9f-a996-4da4-96b3-cb0f3ffd2717,[trueai_company_size_aprox_val]
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr_company_sizes.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr_company_sizes,trueai_co_size_group,TrueAI: Value for co size group.,,,90d5d04e-4c10-4cf8-bcb1-1ca29122d76c,[trueai_co_size_group]
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr_history.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr_history,_sys_ssr_id,System: Id of the SSR document the record belongs to,string,,5dab0112-202e-4780-9aad-25b2f42a82d8,_sys_ssr_id
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr_history.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr_history,entity_opp_id,"Opportunity id on selling steps, first opportunity id on steps prior to that, last opportunity id on post-sales support steps",string,,b951ec4a-2cb6-4841-8e1d-4af168b4dbc3,entity_opp_id
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr_history.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr_history,entity_qual_bucket,Quality bucket based on the probability of success,string,,579230fa-0af4-417b-8716-1fe876b243f7,entity_qual_bucket
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr_history.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr_history,opp_final_stage,"Opportunity's current normalized stage, present in selling steps",string,,24f7cb62-2901-4a1a-9ebf-b4819c07a601,opp_final_stage
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr_history.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr_history,opp_late_date,"Date when the opportunity entered the late stage, present in selling steps",dateTime,Short Date,f2803e7d-3dac-4f6a-b087-23324f73c630,opp_late_date
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr_history.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr_history,opp_mid_date,"Date when the opportunity entered the middle stage, present in selling steps",dateTime,Short Date,498cc59b-fe65-4c19-9cde-c7bed977ee34,opp_mid_date
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr_history.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr_history,step_end_date,End date of the step,dateTime,General Date,a9a6219e-126e-43f8-b744-594d761f0672,step_end_date
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr_history.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr_history,step_end_rule,Rule used to determine the end date of the step,int64,0,d53dfdac-41ed-49c3-92ad-edcdc273fbe0,step_end_rule
powerbi\src\Dataset - Azure Data Lake - Sales Performance.SemanticModel\definition\tables\ssr_history.tmdl,Dataset - Azure Data Lake - Sales Performance.SemanticModel,ssr_history,step_id,"Id of the step, specific to every step name",string,,ee7f53b4-2284-45c0-ab85-a00c96e0e966,step_id
